head	relation	tail	pathway
Thbs1	LRinteraction	Cd36	THBS
Thbs2	LRinteraction	Cd36	THBS
Thbs3	LRinteraction	Cd36	THBS
Thbs4	LRinteraction	Cd36	THBS
Comp	LRinteraction	Cd36	THBS
Vwf	LRinteraction	Gp complex	VWF
Col1a1	LRinteraction	Gp6	COLLAGEN
Col1a2	LRinteraction	Gp6	COLLAGEN
Col2a1	LRinteraction	Gp6	COLLAGEN
Col4a1	LRinteraction	Gp6	COLLAGEN
Col4a2	LRinteraction	Gp6	COLLAGEN
Col4a3	LRinteraction	Gp6	COLLAGEN
Col4a4	LRinteraction	Gp6	COLLAGEN
Col4a5	LRinteraction	Gp6	COLLAGEN
Col4a6	LRinteraction	Gp6	COLLAGEN
Col6a1	LRinteraction	Gp6	COLLAGEN
Col6a2	LRinteraction	Gp6	COLLAGEN
Col6a3	LRinteraction	Gp6	COLLAGEN
Col6a4	LRinteraction	Gp6	COLLAGEN
Col6a5	LRinteraction	Gp6	COLLAGEN
Col6a6	LRinteraction	Gp6	COLLAGEN
Col9a1	LRinteraction	Gp6	COLLAGEN
Col9a2	LRinteraction	Gp6	COLLAGEN
Col9a3	LRinteraction	Gp6	COLLAGEN
Thbs1	LRinteraction	Cd47	THBS
Thbs2	LRinteraction	Cd47	THBS
Thbs3	LRinteraction	Cd47	THBS
Thbs4	LRinteraction	Cd47	THBS
Comp	LRinteraction	Cd47	THBS
Agrn	LRinteraction	Dag1	AGRN
Hspg2	LRinteraction	Dag1	HSPG
Lama1	LRinteraction	Dag1	LAMININ
Lama2	LRinteraction	Dag1	LAMININ
Lama3	LRinteraction	Dag1	LAMININ
Lama4	LRinteraction	Dag1	LAMININ
Lama5	LRinteraction	Dag1	LAMININ
Lamb1	LRinteraction	Dag1	LAMININ
Lamb2	LRinteraction	Dag1	LAMININ
Lamb3	LRinteraction	Dag1	LAMININ
Lamc1	LRinteraction	Dag1	LAMININ
Lamc2	LRinteraction	Dag1	LAMININ
Lamc3	LRinteraction	Dag1	LAMININ
Adgre5	LRinteraction	Cd55b	ADGRE5
Alcam	LRinteraction	Cd6	ALCAM
Anxa1	LRinteraction	Fpr2	ANXA1
Anxa1	LRinteraction	Lxa4	ANXA1
App	LRinteraction	Cd74	APP
Bst2	LRinteraction	Pira2	BST2
Cadm1	LRinteraction	Cadm1	CADM
Cadm3	LRinteraction	Cadm3	CADM
Cd1d2	LRinteraction	Pira2	CD1D2
Cd200	LRinteraction	Cd200r1	CD200
Cd200	LRinteraction	Cd200r2	CD200
Cd200	LRinteraction	Cd200r3	CD200
Cd200	LRinteraction	Cd200r4	CD200
Cd22	LRinteraction	Ptprc	CD22
Cd226	LRinteraction	Nectin2	CD226
Cd226	LRinteraction	Pvr	CD226
Fcer2a	LRinteraction	Itgam	CD23
Fcer2a	LRinteraction	Itgb2	CD23
Fcer2a	LRinteraction	Itgax	CD23
Fcer2a	LRinteraction	Itgav	CD23
Fcer2a	LRinteraction	Itgb3	CD23
Fcer2a	LRinteraction	Cr2	CD23
Cd34	LRinteraction	Selp	CD34
Entpd1	LRinteraction	Adora1	CD39
Entpd1	LRinteraction	Adora2a	CD39
Entpd1	LRinteraction	Adora2b	CD39
Entpd1	LRinteraction	Tmigd3	CD39
Cd40lg	LRinteraction	Cd40	CD40
Ptprc	LRinteraction	Cd22	CD45
Ptprc	LRinteraction	Mrc1	CD45
Cd46	LRinteraction	Jag1	CD46
Cd48	LRinteraction	Cd244a	CD48
Cd52	LRinteraction	Siglecg	CD52
Cd6	LRinteraction	Alcam	CD6
Cd80	LRinteraction	Cd274	CD80
Cd80	LRinteraction	Cd28	CD80
Cd80	LRinteraction	Ctla4	CD80
Cd86	LRinteraction	Cd28	CD86
Cd86	LRinteraction	Ctla4	CD86
Cd96	LRinteraction	Nectin1	CD96
Cd96	LRinteraction	Pvr	CD96
Cd99	LRinteraction	Pilra	CD99
Cd99	LRinteraction	Cd99	CD99
Cdh15	LRinteraction	Cdh15	CDH
Cdh4	LRinteraction	Cdh4	CDH
Cdh2	LRinteraction	Cdh2	CDH
Cdh1	LRinteraction	Cdh1	CDH
Cdh1	LRinteraction	Itga1	CDH1
Cdh1	LRinteraction	Itgb1	CDH1
Cdh1	LRinteraction	Itgae	CDH1
Cdh1	LRinteraction	Itgb7	CDH1
Cdh1	LRinteraction	Klrg1	CDH1
Cdh5	LRinteraction	Cdh5	CDH5
Cd1d1	LRinteraction	Ceacam5	CEACAM
Cd209a	LRinteraction	Ceacam1	CEACAM
Cd8a	LRinteraction	Ceacam5	CEACAM
Ceacam1	LRinteraction	Ceacam5	CEACAM
Sele	LRinteraction	Ceacam1	CEACAM
Cldn11	LRinteraction	Cldn11	CLDN
Clec2d	LRinteraction	Klrb1b	CLEC
Clec2g	LRinteraction	Klrb1	CLEC
Clec2h	LRinteraction	Klrb1	CLEC
Clec2i	LRinteraction	Klrb1	CLEC
Clec2f	LRinteraction	Klrb1f	CLEC
Clec2g	LRinteraction	Klrb1f	CLEC
Clec2i	LRinteraction	Klrb1f	CLEC
Nfasc	LRinteraction	Cntn1	CNTN
Nfasc	LRinteraction	Cntnap1	CNTN
Cntn2	LRinteraction	Cntn2	CNTN
Cntn2	LRinteraction	Cntnap2	CNTN
Cntn2	LRinteraction	L1cam	CNTN
Cntn1	LRinteraction	Nrcam	CNTN
Cspg4	LRinteraction	Itga2	CSPG4
Cspg4	LRinteraction	Itgb1	CSPG4
Dsc1	LRinteraction	Dsg1c	DESMOSOME
Dsc1	LRinteraction	Dsg2	DESMOSOME
Dsc2	LRinteraction	Dsg1c	DESMOSOME
Dsc2	LRinteraction	Dsg2	DESMOSOME
Dsg1c	LRinteraction	Dsc3	DESMOSOME
Dsg2	LRinteraction	Dsc3	DESMOSOME
Epgn	LRinteraction	Egfr	EPGN
Efna1	LRinteraction	Epha1	EPHA
Efna1	LRinteraction	Epha2	EPHA
Efna1	LRinteraction	Epha3	EPHA
Efna1	LRinteraction	Epha4	EPHA
Efna1	LRinteraction	Epha5	EPHA
Efna1	LRinteraction	Epha7	EPHA
Efna1	LRinteraction	Epha8	EPHA
Efna2	LRinteraction	Epha1	EPHA
Efna2	LRinteraction	Epha2	EPHA
Efna2	LRinteraction	Epha3	EPHA
Efna2	LRinteraction	Epha4	EPHA
Efna2	LRinteraction	Epha5	EPHA
Efna2	LRinteraction	Epha7	EPHA
Efna2	LRinteraction	Epha8	EPHA
Efna3	LRinteraction	Epha1	EPHA
Efna3	LRinteraction	Epha2	EPHA
Efna3	LRinteraction	Epha3	EPHA
Efna3	LRinteraction	Epha4	EPHA
Efna3	LRinteraction	Epha5	EPHA
Efna3	LRinteraction	Epha7	EPHA
Efna3	LRinteraction	Epha8	EPHA
Efna4	LRinteraction	Epha1	EPHA
Efna4	LRinteraction	Epha2	EPHA
Efna4	LRinteraction	Epha3	EPHA
Efna4	LRinteraction	Epha4	EPHA
Efna4	LRinteraction	Epha5	EPHA
Efna4	LRinteraction	Epha7	EPHA
Efna4	LRinteraction	Epha8	EPHA
Efna5	LRinteraction	Epha1	EPHA
Efna5	LRinteraction	Epha2	EPHA
Efna5	LRinteraction	Epha3	EPHA
Efna5	LRinteraction	Epha4	EPHA
Efna5	LRinteraction	Epha5	EPHA
Efna5	LRinteraction	Epha7	EPHA
Efna5	LRinteraction	Epha8	EPHA
Efna5	LRinteraction	Ephb2	EPHA
Efnb1	LRinteraction	Epha4	EPHB
Efnb1	LRinteraction	Ephb1	EPHB
Efnb1	LRinteraction	Ephb2	EPHB
Efnb1	LRinteraction	Ephb3	EPHB
Efnb1	LRinteraction	Ephb4	EPHB
Efnb2	LRinteraction	Epha4	EPHB
Efnb2	LRinteraction	Ephb1	EPHB
Efnb2	LRinteraction	Ephb2	EPHB
Efnb2	LRinteraction	Ephb3	EPHB
Efnb2	LRinteraction	Ephb4	EPHB
Efnb3	LRinteraction	Epha4	EPHB
Efnb3	LRinteraction	Ephb1	EPHB
Efnb3	LRinteraction	Ephb2	EPHB
Efnb3	LRinteraction	Ephb3	EPHB
Efnb3	LRinteraction	Ephb4	EPHB
Efnb3	LRinteraction	Ephb6	EPHB
Esam	LRinteraction	Esam	ESAM
Gp1ba	LRinteraction	Itgam	GP1BA
Gp1ba	LRinteraction	Itgb2	GP1BA
Icam1	LRinteraction	Itgax	ICAM
Icam1	LRinteraction	Itgb2	ICAM
Icam1	LRinteraction	Itgal	ICAM
Icam2	LRinteraction	Itgal	ICAM
Icam2	LRinteraction	Itgb2	ICAM
Icam1	LRinteraction	Itgam	ICAM
Icam2	LRinteraction	Itgam	ICAM
Icam1	LRinteraction	Itgb2l	ICAM
Icam2	LRinteraction	Itgb2l	ICAM
Icam1	LRinteraction	Spn	ICAM
Icam5	LRinteraction	Cd209a	ICAM
Icam5	LRinteraction	Cd209f	ICAM
Icosl	LRinteraction	Icos	ICOS
Icosl	LRinteraction	Cd28	ICOS
Icosl	LRinteraction	Ctla4	ICOS
Itgb2	LRinteraction	Cd226	ITGAL-ITGB2
Itgb2	LRinteraction	Icam1	ITGAL-ITGB2
Itgb2	LRinteraction	Icam2	ITGAL-ITGB2
Itgb2l	LRinteraction	Cd226	ITGAL-ITGB2
Itgb2l	LRinteraction	Icam1	ITGAL-ITGB2
Itgb2l	LRinteraction	Icam2	ITGAL-ITGB2
Jam2	LRinteraction	Itga3	JAM
Jam2	LRinteraction	Itgb1	JAM
Jam2	LRinteraction	Itgav	JAM
Jam3	LRinteraction	Itgam	JAM
Jam3	LRinteraction	Itgb2	JAM
Jam1	LRinteraction	Itgal	JAM
Jam1	LRinteraction	Itgb2	JAM
Jam3	LRinteraction	Itgb2l	JAM
Jam2	LRinteraction	Jam3	JAM
F11r	LRinteraction	F11r	JAM
F11r	LRinteraction	Jam2	JAM
F11r	LRinteraction	Jam3	JAM
Jam2	LRinteraction	F11r	JAM
Jam2	LRinteraction	Jam2	JAM
Jam3	LRinteraction	F11r	JAM
Jam3	LRinteraction	Jam2	JAM
Jam3	LRinteraction	Jam3	JAM
L1cam	LRinteraction	Itgav	L1CAM
L1cam	LRinteraction	Itgb3	L1CAM
L1cam	LRinteraction	Itga4	L1CAM
L1cam	LRinteraction	Itgb7	L1CAM
L1cam	LRinteraction	L1cam	L1CAM
Lair1	LRinteraction	Pira2	LAIR1
Lck	LRinteraction	Cd8a	LCK
Lck	LRinteraction	Cd8b1	LCK
Madcam1	LRinteraction	Itga4	MADCAM
Madcam1	LRinteraction	Itgb7	MADCAM
Mag	LRinteraction	Mag	MAG
H2-t23	LRinteraction	Klrd1	MHC-I
H2-t23	LRinteraction	Klrc1	MHC-I
H2-t23	LRinteraction	Klrc2	MHC-I
H2-m2	LRinteraction	Cd8a	MHC-I
H2-m3	LRinteraction	Cd8a	MHC-I
H2-m9	LRinteraction	Cd8a	MHC-I
H2-q1	LRinteraction	Cd8a	MHC-I
H2-q10	LRinteraction	Cd8a	MHC-I
H2-q2	LRinteraction	Cd8a	MHC-I
H2-q7	LRinteraction	Cd8a	MHC-I
H2-q8	LRinteraction	Cd8a	MHC-I
H2-t22	LRinteraction	Cd8a	MHC-I
H2-t23	LRinteraction	Cd8a	MHC-I
H2-t24	LRinteraction	Cd8a	MHC-I
H2-t3	LRinteraction	Cd8a	MHC-I
H2-t9	LRinteraction	Cd8a	MHC-I
H2-m10.4	LRinteraction	Cd8a	MHC-I
H2-m11	LRinteraction	Cd8a	MHC-I
H2-m1	LRinteraction	Cd8a	MHC-I
H2-m10.5	LRinteraction	Cd8a	MHC-I
H2-m10.2	LRinteraction	Cd8a	MHC-I
H2-m10.6	LRinteraction	Cd8a	MHC-I
H2-t10	LRinteraction	Cd8a	MHC-I
H2-q6	LRinteraction	Cd8a	MHC-I
H2-m10.3	LRinteraction	Cd8a	MHC-I
H2-bl	LRinteraction	Cd8a	MHC-I
H2-d1	LRinteraction	Cd8a	MHC-I
H2-k1	LRinteraction	Cd8a	MHC-I
H2-m10.1	LRinteraction	Cd8a	MHC-I
H2-t18	LRinteraction	Cd8a	MHC-I
H2-q9	LRinteraction	Cd8a	MHC-I
Gm8909	LRinteraction	Cd8a	MHC-I
H2-l	LRinteraction	Cd8a	MHC-I
Gm10499	LRinteraction	Cd8a	MHC-I
H2-q4	LRinteraction	Cd8a	MHC-I
H2-t-ps	LRinteraction	Cd8a	MHC-I
Gm11127	LRinteraction	Cd8a	MHC-I
H2-m5	LRinteraction	Cd8a	MHC-I
Gm7030	LRinteraction	Cd8a	MHC-I
H2-m2	LRinteraction	Cd8b1	MHC-I
H2-m3	LRinteraction	Cd8b1	MHC-I
H2-m9	LRinteraction	Cd8b1	MHC-I
H2-q1	LRinteraction	Cd8b1	MHC-I
H2-q10	LRinteraction	Cd8b1	MHC-I
H2-q2	LRinteraction	Cd8b1	MHC-I
H2-q7	LRinteraction	Cd8b1	MHC-I
H2-q8	LRinteraction	Cd8b1	MHC-I
H2-t22	LRinteraction	Cd8b1	MHC-I
H2-t23	LRinteraction	Cd8b1	MHC-I
H2-t24	LRinteraction	Cd8b1	MHC-I
H2-t3	LRinteraction	Cd8b1	MHC-I
H2-t9	LRinteraction	Cd8b1	MHC-I
H2-m10.4	LRinteraction	Cd8b1	MHC-I
H2-m11	LRinteraction	Cd8b1	MHC-I
H2-m1	LRinteraction	Cd8b1	MHC-I
H2-m10.5	LRinteraction	Cd8b1	MHC-I
H2-m10.2	LRinteraction	Cd8b1	MHC-I
H2-m10.6	LRinteraction	Cd8b1	MHC-I
H2-t10	LRinteraction	Cd8b1	MHC-I
H2-q6	LRinteraction	Cd8b1	MHC-I
H2-m10.3	LRinteraction	Cd8b1	MHC-I
H2-bl	LRinteraction	Cd8b1	MHC-I
H2-d1	LRinteraction	Cd8b1	MHC-I
H2-k1	LRinteraction	Cd8b1	MHC-I
H2-m10.1	LRinteraction	Cd8b1	MHC-I
H2-t18	LRinteraction	Cd8b1	MHC-I
H2-q9	LRinteraction	Cd8b1	MHC-I
Gm8909	LRinteraction	Cd8b1	MHC-I
H2-l	LRinteraction	Cd8b1	MHC-I
Gm10499	LRinteraction	Cd8b1	MHC-I
H2-q4	LRinteraction	Cd8b1	MHC-I
H2-t-ps	LRinteraction	Cd8b1	MHC-I
Gm11127	LRinteraction	Cd8b1	MHC-I
H2-m5	LRinteraction	Cd8b1	MHC-I
Gm7030	LRinteraction	Cd8b1	MHC-I
H2-bi	LRinteraction	Kir3dl1	MHC-I
H2-d1	LRinteraction	Kir3dl1	MHC-I
H2-k1	LRinteraction	Kir3dl1	MHC-I
H2-q1	LRinteraction	Kir3dl1	MHC-I
H2-q10	LRinteraction	Kir3dl1	MHC-I
H2-q2	LRinteraction	Kir3dl1	MHC-I
H2-q4	LRinteraction	Kir3dl1	MHC-I
H2-q6	LRinteraction	Kir3dl1	MHC-I
H2-q7	LRinteraction	Kir3dl1	MHC-I
H2-d	LRinteraction	Klra	MHC-I
H2-k1	LRinteraction	Klra	MHC-I
Ulbp1	LRinteraction	Klrk1	MHC-I
Raet1a	LRinteraction	Klrk1	MHC-I
H60a	LRinteraction	Klrk1	MHC-I
H2-ea-ps	LRinteraction	Cd4	MHC-II
H2-aa	LRinteraction	Cd4	MHC-II
H2-ab1	LRinteraction	Cd4	MHC-II
H2-eb1	LRinteraction	Cd4	MHC-II
H2-dma	LRinteraction	Cd4	MHC-II
H2-dmb1	LRinteraction	Cd4	MHC-II
H2-dmb2	LRinteraction	Cd4	MHC-II
H2-oa	LRinteraction	Cd4	MHC-II
H2-ob	LRinteraction	Cd4	MHC-II
Mpz	LRinteraction	Mpzl1	MPZ
Mpz	LRinteraction	Mpz	MPZ
Mpzl1	LRinteraction	Mpzl1	MPZ
Ncam1	LRinteraction	Fgfr1	NCAM
Ncam1	LRinteraction	Ncam1	NCAM
Ncam1	LRinteraction	Ncam2	NCAM
Ncam1	LRinteraction	L1cam	NCAM
Ncam2	LRinteraction	L1cam	NCAM
Nectin1	LRinteraction	Cadm3	NECTIN
Nectin1	LRinteraction	Cd96	NECTIN
Nectin1	LRinteraction	Nectin4	NECTIN
Nectin3	LRinteraction	Nectin1	NECTIN
Nectin3	LRinteraction	Nectin2	NECTIN
Nectin3	LRinteraction	Pvr	NECTIN
Nectin3	LRinteraction	Tigit	NECTIN
Nectin2	LRinteraction	Cd226	NECTIN
Nectin2	LRinteraction	Tigit	NECTIN
Nectin1	LRinteraction	Nectin3	NECTIN
Negr1	LRinteraction	Negr1	NEGR
Lrrc4c	LRinteraction	Ntng1	NGL
Lrrc4	LRinteraction	Ntng2	NGL
Lrrc4b	LRinteraction	Ptprf	NGL
Ulbp1	LRinteraction	Klrk1	NKG2D
Ulbp1	LRinteraction	Hcst	NKG2D
Dlk1	LRinteraction	Notch1	NOTCH
Dlk1	LRinteraction	Notch2	NOTCH
Dlk1	LRinteraction	Notch3	NOTCH
Dlk1	LRinteraction	Notch4	NOTCH
Dll1	LRinteraction	Notch1	NOTCH
Dll1	LRinteraction	Notch3	NOTCH
Dll1	LRinteraction	Notch4	NOTCH
Dll3	LRinteraction	Notch1	NOTCH
Dll3	LRinteraction	Notch2	NOTCH
Dll3	LRinteraction	Notch3	NOTCH
Dll3	LRinteraction	Notch4	NOTCH
Dll4	LRinteraction	Notch1	NOTCH
Dll4	LRinteraction	Notch2	NOTCH
Dll4	LRinteraction	Notch3	NOTCH
Dll4	LRinteraction	Notch4	NOTCH
Jag1	LRinteraction	Notch1	NOTCH
Jag1	LRinteraction	Notch2	NOTCH
Jag1	LRinteraction	Notch3	NOTCH
Jag1	LRinteraction	Notch4	NOTCH
Jag2	LRinteraction	Notch1	NOTCH
Jag2	LRinteraction	Notch2	NOTCH
Jag2	LRinteraction	Notch3	NOTCH
Jag2	LRinteraction	Notch4	NOTCH
Dll1	LRinteraction	Notch2	NOTCH
Nrxn1	LRinteraction	Nlgn1	NRXN
Nrxn1	LRinteraction	Nlgn2	NRXN
Nrxn1	LRinteraction	Nlgn3	NRXN
Nrxn2	LRinteraction	Nlgn1	NRXN
Nrxn2	LRinteraction	Nlgn2	NRXN
Nrxn2	LRinteraction	Nlgn3	NRXN
Nrxn3	LRinteraction	Nlgn1	NRXN
Nrxn3	LRinteraction	Nlgn2	NRXN
Nrxn3	LRinteraction	Nlgn3	NRXN
Ocln	LRinteraction	Ocln	OCLN
Cd274	LRinteraction	Pdcd1	PD-L1
Pdcd1lg2	LRinteraction	Pdcd1	PDL2
Pecam1	LRinteraction	Pecam1	PECAM1
Ptprm	LRinteraction	Ptprm	PTPRM
Pvr	LRinteraction	Cd226	PVR
Pvr	LRinteraction	Tigit	PVR
Sele	LRinteraction	Cd44	SELE
Sele	LRinteraction	Glg1	SELE
Sell	LRinteraction	Cd34	SELL
Sell	LRinteraction	Podxl	SELL
Sell	LRinteraction	Glycam1	SELL
Sell	LRinteraction	Madcam1	SELL
Selplg	LRinteraction	Sele	SELPLG
Selplg	LRinteraction	Sell	SELPLG
Selplg	LRinteraction	Selp	SELPLG
Sema4a	LRinteraction	Nrp1	SEMA4
Sema4a	LRinteraction	Plxna1	SEMA4
Sema4a	LRinteraction	Plxna2	SEMA4
Sema4a	LRinteraction	Plxna3	SEMA4
Sema4a	LRinteraction	Plxna4	SEMA4
Sema4a	LRinteraction	Plxnb1	SEMA4
Sema4a	LRinteraction	Plxnb2	SEMA4
Sema4a	LRinteraction	Plxnb3	SEMA4
Sema4d	LRinteraction	Plxnb1	SEMA4
Sema4d	LRinteraction	Plxnb2	SEMA4
Sema4d	LRinteraction	Plxnb3	SEMA4
Sema4c	LRinteraction	Plxnb2	SEMA4
Sema4g	LRinteraction	Plxnb2	SEMA4
Sema4a	LRinteraction	Timd2	SEMA4
Sema4d	LRinteraction	Cd72	SEMA4
Sema5a	LRinteraction	Plxna1	SEMA5
Sema5b	LRinteraction	Plxna1	SEMA5
Sema5a	LRinteraction	Plxna3	SEMA5
Sema5b	LRinteraction	Plxna3	SEMA5
Sema5a	LRinteraction	Plxnb3	SEMA5
Sema6d	LRinteraction	Plxna1	SEMA6
Sema6d	LRinteraction	Kdr	SEMA6
Sema6d	LRinteraction	Trem2	SEMA6
Sema6a	LRinteraction	Plxna2	SEMA6
Sema6b	LRinteraction	Plxna2	SEMA6
Sema6a	LRinteraction	Plxna4	SEMA6
Sema6b	LRinteraction	Plxna4	SEMA6
Sema7a	LRinteraction	Itgb1	SEMA7
Sema7a	LRinteraction	Itga1	SEMA7
Sema7a	LRinteraction	Plxnc1	SEMA7
Siglec1	LRinteraction	Spn	SN
Thy1	LRinteraction	Itgam	THY1
Thy1	LRinteraction	Itgb2	THY1
Thy1	LRinteraction	Itgax	THY1
Thy1	LRinteraction	Itgav	THY1
Thy1	LRinteraction	Itgb3	THY1
Tigit	LRinteraction	Nectin2	TIGIT
Tigit	LRinteraction	Pvr	TIGIT
Vcam1	LRinteraction	Itga4	VCAM
Vcam1	LRinteraction	Itgb1	VCAM
Vcam1	LRinteraction	Itga9	VCAM
Vcam1	LRinteraction	Itgb7	VCAM
Vsir	LRinteraction	Igsf11	VISTA
